tanggal,harga
2016-07-25,10900.0
2016-07-26,10950.0
2016-07-27,10950.0
2016-07-28,10950.0
2016-07-29,10950.0
2016-08-01,10950.0
2016-08-02,10950.0
2016-08-03,10950.0
2016-08-04,10950.0
2016-08-05,10950.0
2016-08-08,11050.0
2016-08-09,11050.0
2016-08-10,11050.0
2016-08-11,11050.0
2016-08-12,11050.0
2016-08-15,11050.0
2016-08-16,11050.0
2016-08-18,11050.0
2016-08-19,11050.0
2016-08-22,11050.0
2016-08-23,11050.0
2016-08-24,11000.0
2016-08-25,11000.0
2016-08-26,11000.0
2016-08-29,10950.0
2016-08-30,10950.0
2016-08-31,10950.0
2016-09-01,10950.0
2016-09-02,10950.0
2016-09-05,10950.0
2016-09-06,10950.0
2016-09-07,10950.0
2016-09-08,10950.0
2016-09-09,10950.0
2016-09-13,10950.0
2016-09-14,10950.0
2016-09-15,10950.0
2016-09-16,10950.0
2016-09-19,10950.0
2016-09-20,10950.0
2016-09-21,10950.0
2016-09-22,10950.0
2016-09-23,10950.0
2016-09-26,10950.0
2016-09-27,10950.0
2016-09-28,10950.0
2016-09-29,10950.0
2016-09-30,10950.0
2016-10-03,10950.0
2016-10-04,10950.0
2016-10-05,10950.0
2016-10-06,10950.0
2016-10-07,10950.0
2016-10-10,10950.0
2016-10-11,10950.0
2016-10-12,10950.0
2016-10-13,10950.0
2016-10-14,10950.0
2016-10-17,10950.0
2016-10-18,10950.0
2016-10-19,10950.0
2016-10-20,10950.0
2016-10-21,10950.0
2016-10-24,10950.0
2016-10-25,10950.0
2016-10-26,10950.0
2016-10-27,10950.0
2016-10-28,10950.0
2016-10-31,10950.0
2016-11-01,10950.0
2016-11-02,10950.0
2016-11-03,10950.0
2016-11-04,10950.0
2016-11-07,10950.0
2016-11-08,10950.0
2016-11-09,10950.0
2016-11-10,10950.0
2016-11-11,10950.0
2016-11-14,10950.0
2016-11-15,10950.0
2016-11-16,10950.0
2016-11-17,10950.0
2016-11-18,10950.0
2016-11-21,10950.0
2016-11-22,10950.0
2016-11-23,10950.0
2016-11-24,10950.0
2016-11-25,10950.0
2016-11-28,10950.0
2016-11-29,10950.0
2016-11-30,10950.0
2016-12-01,10950.0
2016-12-02,10950.0
2016-12-05,10950.0
2016-12-06,10950.0
2016-12-07,10950.0
2016-12-08,10950.0
2016-12-09,10950.0
2016-12-13,10950.0
2016-12-14,10950.0
2016-12-15,10950.0
2016-12-16,10950.0
2016-12-19,10950.0
2016-12-20,10950.0
2016-12-21,10950.0
2016-12-22,10950.0
2016-12-23,10950.0
2016-12-27,11000.0
2016-12-28,11000.0
2016-12-29,11000.0
2016-12-30,11000.0
2017-01-03,11000.0
2017-01-04,11000.0
2017-01-05,11000.0
2017-01-06,11000.0
2017-01-09,11000.0
2017-01-10,11000.0
2017-01-11,11000.0
2017-01-12,11000.0
2017-01-13,11000.0
2017-01-16,11000.0
2017-01-17,11000.0
2017-01-18,11000.0
2017-01-19,11000.0
2017-01-20,11000.0
2017-01-23,11000.0
2017-01-24,11000.0
2017-01-25,11000.0
2017-01-26,11000.0
2017-01-27,11000.0
2017-01-30,11000.0
2017-01-31,11000.0
2017-02-01,11000.0
2017-02-02,11000.0
2017-02-03,11000.0
2017-02-06,11000.0
2017-02-07,11000.0
2017-02-08,11000.0
2017-02-09,11000.0
2017-02-10,11000.0
2017-02-13,11000.0
2017-02-14,11000.0
2017-02-16,11000.0
2017-02-17,11000.0
2017-02-20,11000.0
2017-02-21,11000.0
2017-02-22,11000.0
2017-02-23,11000.0
2017-02-24,11000.0
2017-02-27,11000.0
2017-02-28,11000.0
2017-03-01,11000.0
2017-03-02,11000.0
2017-03-03,11000.0
2017-03-06,11000.0
2017-03-07,11000.0
2017-03-08,11000.0
2017-03-09,11000.0
2017-03-10,11000.0
2017-03-13,11000.0
2017-03-14,11000.0
2017-03-15,11000.0
2017-03-16,11000.0
2017-03-17,11000.0
2017-03-20,11000.0
2017-03-21,11000.0
2017-03-22,11000.0
2017-03-23,11000.0
2017-03-24,11000.0
2017-03-27,11000.0
2017-03-29,11000.0
2017-03-30,11000.0
2017-03-31,11000.0
2017-04-03,11000.0
2017-04-04,11000.0
2017-04-05,11000.0
2017-04-06,11000.0
2017-04-07,11000.0
2017-04-10,11000.0
2017-04-11,11000.0
2017-04-12,11000.0
2017-04-13,11000.0
2017-04-17,11000.0
2017-04-18,11000.0
2017-04-19,11000.0
2017-04-20,11000.0
2017-04-21,11000.0
2017-04-25,11000.0
2017-04-26,11000.0
2017-04-27,11000.0
2017-04-28,11000.0
2017-05-02,11000.0
2017-05-03,11000.0
2017-05-04,11000.0
2017-05-05,11000.0
2017-05-08,11000.0
2017-05-09,11000.0
2017-05-10,11000.0
2017-05-12,11000.0
2017-05-15,11000.0
2017-05-16,11000.0
2017-05-17,11000.0
2017-05-18,11000.0
2017-05-19,11000.0
2017-05-22,11000.0
2017-05-23,11000.0
2017-05-24,11000.0
2017-05-26,11000.0
2017-05-29,11000.0
2017-05-30,11000.0
2017-05-31,11000.0
2017-06-02,11000.0
2017-06-05,11400.0
2017-06-06,11400.0
2017-06-07,11400.0
2017-06-08,11400.0
2017-06-09,11400.0
2017-06-12,11400.0
2017-06-13,11400.0
2017-06-14,11400.0
2017-06-15,11400.0
2017-06-16,11400.0
2017-06-19,11400.0
2017-06-20,11400.0
2017-06-21,11400.0
2017-06-22,11400.0
2017-07-03,11400.0
2017-07-04,11400.0
2017-07-05,11400.0
2017-07-06,11400.0
2017-07-07,11400.0
2017-07-10,11400.0
2017-07-11,11400.0
2017-07-12,11400.0
2017-07-13,11400.0
2017-07-14,11400.0
2017-07-17,11400.0
2017-07-18,11400.0
2017-07-19,11400.0
2017-07-20,11400.0
2017-07-21,11400.0
2017-07-24,11400.0
2017-07-25,11400.0
2017-07-26,11400.0
2017-07-27,11400.0
2017-07-28,11400.0
2017-07-31,11400.0
2017-08-01,11400.0
2017-08-02,11400.0
2017-08-03,11400.0
2017-08-04,11400.0
2017-08-07,11400.0
2017-08-08,11400.0
2017-08-09,11400.0
2017-08-10,11400.0
2017-08-11,11400.0
2017-08-14,11400.0
2017-08-15,11400.0
2017-08-16,11400.0
2017-08-18,11400.0
2017-08-21,11400.0
2017-08-22,11400.0
2017-08-23,11450.0
2017-08-24,11450.0
2017-08-25,11450.0
2017-08-28,11450.0
2017-08-29,11450.0
