tanggal,Beras,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II,Daging Ayam,Daging Ayam Ras Segar,Daging Sapi,Daging Sapi Kualitas I,Daging Sapi Kualitas II,Telur Ayam,Telur Ayam Ras Segar,Bawang Merah,Bawang Merah Ukuran Sedang,Bawang Putih,Bawang Putih Ukuran Sedang,Cabai Merah,Cabai Merah Besar,Cabai Merah Keriting,Cabai Rawit,Cabai Rawit Hijau,Cabai Rawit Merah,Minyak Goreng,Minyak Goreng Curah,Minyak Goreng Kemasan Bermerk I,Minyak Goreng Kemasan Bermerk II,Gula Pasir,Gula Pasir Kualitas Premium,Gula Pasir Lokal
2017-04-24,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,31750.0,31750.0,133750.0,142500.0,125000.0,19000.0,19000.0,32500.0,32500.0,43750.0,43750.0,35500.0,41000.0,30000.0,54000.0,40000.0,68000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-04-25,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,32250.0,32250.0,133750.0,142500.0,125000.0,20000.0,20000.0,34000.0,34000.0,51000.0,51000.0,39500.0,46500.0,32500.0,56500.0,45000.0,68000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-04-26,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,32250.0,32250.0,133750.0,142500.0,125000.0,20000.0,20000.0,34000.0,34000.0,51000.0,51000.0,39500.0,46500.0,32500.0,56500.0,45000.0,68000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-04-27,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,32250.0,32250.0,133750.0,142500.0,125000.0,20400.0,20400.0,33000.0,33000.0,51000.0,51000.0,38750.0,45000.0,32500.0,56500.0,45000.0,68000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-04-28,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,32250.0,32250.0,133750.0,142500.0,125000.0,20500.0,20500.0,33000.0,33000.0,52500.0,52500.0,38750.0,45000.0,32500.0,56500.0,45000.0,68000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-04-29,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,32250.0,32250.0,133750.0,142500.0,125000.0,20500.0,20500.0,33000.0,33000.0,52500.0,52500.0,38750.0,45000.0,32500.0,56500.0,45000.0,68000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-04-30,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,32250.0,32250.0,133750.0,142500.0,125000.0,20500.0,20500.0,33000.0,33000.0,52500.0,52500.0,38750.0,45000.0,32500.0,56500.0,45000.0,68000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-01,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,32250.0,32250.0,133750.0,142500.0,125000.0,20500.0,20500.0,33000.0,33000.0,52500.0,52500.0,38750.0,45000.0,32500.0,56500.0,45000.0,68000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-02,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,32250.0,32250.0,133750.0,142500.0,125000.0,20400.0,20400.0,33000.0,33000.0,56500.0,56500.0,38750.0,45000.0,32500.0,56500.0,45000.0,68000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-03,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,32250.0,32250.0,133750.0,142500.0,125000.0,20650.0,20650.0,33000.0,33000.0,56500.0,56500.0,38750.0,45000.0,32500.0,56500.0,45000.0,68000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-04,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,32250.0,32250.0,133750.0,142500.0,125000.0,20750.0,20750.0,33000.0,33000.0,56500.0,56500.0,38750.0,45000.0,32500.0,56500.0,45000.0,68000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-05,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,32250.0,32250.0,133750.0,142500.0,125000.0,20750.0,20750.0,33000.0,33000.0,60000.0,60000.0,38750.0,45000.0,32500.0,56500.0,45000.0,68000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-06,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,32250.0,32250.0,133750.0,142500.0,125000.0,20750.0,20750.0,33000.0,33000.0,60000.0,60000.0,38750.0,45000.0,32500.0,56500.0,45000.0,68000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-07,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,32250.0,32250.0,133750.0,142500.0,125000.0,20750.0,20750.0,33000.0,33000.0,60000.0,60000.0,38750.0,45000.0,32500.0,56500.0,45000.0,68000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-08,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,33000.0,33000.0,133750.0,142500.0,125000.0,22000.0,22000.0,33750.0,33750.0,60000.0,60000.0,44250.0,50000.0,38500.0,58750.0,45000.0,72500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-09,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,33250.0,33250.0,133750.0,142500.0,125000.0,22000.0,22000.0,33750.0,33750.0,60000.0,60000.0,44250.0,50000.0,38500.0,58750.0,45000.0,72500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-10,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,33250.0,33250.0,133750.0,142500.0,125000.0,22000.0,22000.0,33750.0,33750.0,60000.0,60000.0,44250.0,50000.0,38500.0,58750.0,45000.0,72500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-11,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,33250.0,33250.0,133750.0,142500.0,125000.0,22000.0,22000.0,33750.0,33750.0,60000.0,60000.0,44250.0,50000.0,38500.0,58750.0,45000.0,72500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-12,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,33250.0,33250.0,133750.0,142500.0,125000.0,22250.0,22250.0,33750.0,33750.0,60000.0,60000.0,44250.0,50000.0,38500.0,56250.0,40000.0,72500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-13,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,33250.0,33250.0,133750.0,142500.0,125000.0,22250.0,22250.0,33750.0,33750.0,60000.0,60000.0,44250.0,50000.0,38500.0,56250.0,40000.0,72500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-14,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,33250.0,33250.0,133750.0,142500.0,125000.0,22250.0,22250.0,33750.0,33750.0,60000.0,60000.0,44250.0,50000.0,38500.0,56250.0,40000.0,72500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-15,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35000.0,35000.0,133750.0,142500.0,125000.0,22250.0,22250.0,33750.0,33750.0,60000.0,60000.0,42250.0,49250.0,35250.0,53750.0,40000.0,67500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-16,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35000.0,35000.0,133750.0,142500.0,125000.0,22250.0,22250.0,33750.0,33750.0,61250.0,61250.0,42250.0,49250.0,35250.0,53750.0,40000.0,67500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-17,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35000.0,35000.0,133750.0,142500.0,125000.0,22650.0,22650.0,33750.0,33750.0,61250.0,61250.0,42250.0,49250.0,35250.0,53750.0,40000.0,67500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-18,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35000.0,35000.0,133750.0,142500.0,125000.0,23000.0,23000.0,33750.0,33750.0,61250.0,61250.0,41900.0,49250.0,34500.0,53750.0,40000.0,67500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-19,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35000.0,35000.0,133750.0,142500.0,125000.0,23000.0,23000.0,33750.0,33750.0,61250.0,61250.0,41900.0,49250.0,34500.0,53750.0,40000.0,67500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-20,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35000.0,35000.0,133750.0,142500.0,125000.0,23000.0,23000.0,33750.0,33750.0,61250.0,61250.0,41900.0,49250.0,34500.0,53750.0,40000.0,67500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-21,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35000.0,35000.0,133750.0,142500.0,125000.0,23000.0,23000.0,33750.0,33750.0,61250.0,61250.0,41900.0,49250.0,34500.0,53750.0,40000.0,67500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-22,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35000.0,35000.0,133750.0,142500.0,125000.0,22750.0,22750.0,33750.0,33750.0,61250.0,61250.0,36000.0,40000.0,32000.0,50000.0,35000.0,65000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-23,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35000.0,35000.0,133750.0,142500.0,125000.0,22750.0,22750.0,33750.0,33750.0,61250.0,61250.0,36000.0,40000.0,32000.0,50000.0,35000.0,65000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-24,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35000.0,35000.0,133750.0,142500.0,125000.0,22750.0,22750.0,35000.0,35000.0,61250.0,61250.0,36000.0,40000.0,32000.0,50000.0,35000.0,65000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-25,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35000.0,35000.0,133750.0,142500.0,125000.0,22750.0,22750.0,35000.0,35000.0,61250.0,61250.0,36000.0,40000.0,32000.0,50000.0,35000.0,65000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-26,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,36000.0,36000.0,140000.0,150000.0,130000.0,22500.0,22500.0,35000.0,35000.0,61250.0,61250.0,36000.0,40000.0,32000.0,50000.0,35000.0,65000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-27,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,36000.0,36000.0,140000.0,150000.0,130000.0,22500.0,22500.0,35000.0,35000.0,61250.0,61250.0,36000.0,40000.0,32000.0,50000.0,35000.0,65000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-28,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,36000.0,36000.0,140000.0,150000.0,130000.0,22500.0,22500.0,35000.0,35000.0,61250.0,61250.0,36000.0,40000.0,32000.0,50000.0,35000.0,65000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-29,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35500.0,35500.0,140000.0,150000.0,130000.0,21750.0,21750.0,35000.0,35000.0,61250.0,61250.0,37250.0,40000.0,34500.0,50000.0,35000.0,65000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-30,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35250.0,35250.0,140000.0,150000.0,130000.0,21500.0,21500.0,35000.0,35000.0,60000.0,60000.0,37250.0,40000.0,34500.0,50000.0,35000.0,65000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-05-31,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35250.0,35250.0,140000.0,150000.0,130000.0,21400.0,21400.0,35000.0,35000.0,60000.0,60000.0,37500.0,40000.0,35000.0,47750.0,35000.0,60500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-01,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35250.0,35250.0,140000.0,150000.0,130000.0,21400.0,21400.0,35000.0,35000.0,60000.0,60000.0,37500.0,40000.0,35000.0,47750.0,35000.0,60500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-02,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35000.0,35000.0,137500.0,145000.0,130000.0,21400.0,21400.0,36000.0,36000.0,60000.0,60000.0,36250.0,40000.0,32500.0,45250.0,35000.0,55500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-03,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35000.0,35000.0,137500.0,145000.0,130000.0,21400.0,21400.0,36000.0,36000.0,60000.0,60000.0,36250.0,40000.0,32500.0,45250.0,35000.0,55500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-04,11000.0,10250.0,9500.0,11600.0,11100.0,12250.0,11400.0,35000.0,35000.0,137500.0,145000.0,130000.0,21400.0,21400.0,36000.0,36000.0,60000.0,60000.0,36250.0,40000.0,32500.0,45250.0,35000.0,55500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-05,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,34250.0,34250.0,137500.0,145000.0,130000.0,21150.0,21150.0,33250.0,33250.0,57500.0,57500.0,32750.0,35500.0,30000.0,43000.0,30500.0,55500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-06,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,34250.0,34250.0,137500.0,145000.0,130000.0,21150.0,21150.0,33250.0,33250.0,57500.0,57500.0,32750.0,35500.0,30000.0,43000.0,30500.0,55500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-07,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,34250.0,34250.0,137500.0,145000.0,130000.0,21000.0,21000.0,33250.0,33250.0,57500.0,57500.0,32750.0,35500.0,30000.0,43000.0,30500.0,55500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-08,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,34250.0,34250.0,137500.0,145000.0,130000.0,20500.0,20500.0,33250.0,33250.0,52500.0,52500.0,31250.0,35500.0,27000.0,39000.0,30500.0,47500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-09,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,34250.0,34250.0,137500.0,145000.0,130000.0,20500.0,20500.0,33250.0,33250.0,52500.0,52500.0,31250.0,35500.0,27000.0,39000.0,30500.0,47500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-10,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,34250.0,34250.0,137500.0,145000.0,130000.0,20500.0,20500.0,33250.0,33250.0,52500.0,52500.0,31250.0,35500.0,27000.0,39000.0,30500.0,47500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-11,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,34250.0,34250.0,137500.0,145000.0,130000.0,20500.0,20500.0,33250.0,33250.0,52500.0,52500.0,31250.0,35500.0,27000.0,39000.0,30500.0,47500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-12,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,34250.0,34250.0,137500.0,145000.0,130000.0,19900.0,19900.0,33250.0,33250.0,47500.0,47500.0,31250.0,35500.0,27000.0,39000.0,30500.0,47500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-13,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,34250.0,34250.0,137500.0,145000.0,130000.0,19900.0,19900.0,33250.0,33250.0,47500.0,47500.0,28000.0,32500.0,23500.0,39000.0,30500.0,47500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-14,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,34250.0,34250.0,137500.0,145000.0,130000.0,20150.0,20150.0,33250.0,33250.0,47500.0,47500.0,28000.0,32500.0,23500.0,39000.0,30500.0,47500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-15,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,34250.0,34250.0,137500.0,145000.0,130000.0,20250.0,20250.0,33250.0,33250.0,47500.0,47500.0,28400.0,32500.0,24250.0,38400.0,29250.0,47500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-16,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,34250.0,34250.0,137500.0,145000.0,130000.0,20250.0,20250.0,33250.0,33250.0,47500.0,47500.0,28400.0,32500.0,24250.0,38400.0,29250.0,47500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-17,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,34250.0,34250.0,137500.0,145000.0,130000.0,20250.0,20250.0,33250.0,33250.0,47500.0,47500.0,28400.0,32500.0,24250.0,38400.0,29250.0,47500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-18,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,34250.0,34250.0,137500.0,145000.0,130000.0,20250.0,20250.0,33250.0,33250.0,47500.0,47500.0,28400.0,32500.0,24250.0,38400.0,29250.0,47500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-19,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,35000.0,35000.0,137500.0,145000.0,130000.0,20250.0,20250.0,33250.0,33250.0,47500.0,47500.0,33900.0,40000.0,27750.0,39650.0,29250.0,50000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-20,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,35000.0,35000.0,137500.0,145000.0,130000.0,20250.0,20250.0,33250.0,33250.0,47500.0,47500.0,41250.0,47500.0,35000.0,41900.0,33750.0,50000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-21,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,35500.0,35500.0,137500.0,145000.0,130000.0,20500.0,20500.0,36000.0,36000.0,47500.0,47500.0,43750.0,51000.0,36500.0,41900.0,33750.0,50000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-22,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,35750.0,35750.0,137500.0,145000.0,130000.0,20500.0,20500.0,36000.0,36000.0,47500.0,47500.0,43750.0,51000.0,36500.0,41900.0,33750.0,50000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-23,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,35750.0,35750.0,137500.0,145000.0,130000.0,20500.0,20500.0,36000.0,36000.0,47500.0,47500.0,43750.0,51000.0,36500.0,41900.0,33750.0,50000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-24,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,35750.0,35750.0,137500.0,145000.0,130000.0,20500.0,20500.0,36000.0,36000.0,47500.0,47500.0,43750.0,51000.0,36500.0,41900.0,33750.0,50000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-25,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,35750.0,35750.0,137500.0,145000.0,130000.0,20500.0,20500.0,36000.0,36000.0,47500.0,47500.0,43750.0,51000.0,36500.0,41900.0,33750.0,50000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-26,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,35750.0,35750.0,137500.0,145000.0,130000.0,20500.0,20500.0,36000.0,36000.0,47500.0,47500.0,43750.0,51000.0,36500.0,41900.0,33750.0,50000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-27,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,35750.0,35750.0,137500.0,145000.0,130000.0,20500.0,20500.0,36000.0,36000.0,47500.0,47500.0,43750.0,51000.0,36500.0,41900.0,33750.0,50000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-28,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,35750.0,35750.0,137500.0,145000.0,130000.0,20500.0,20500.0,36000.0,36000.0,47500.0,47500.0,43750.0,51000.0,36500.0,41900.0,33750.0,50000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-29,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,35750.0,35750.0,137500.0,145000.0,130000.0,20500.0,20500.0,36000.0,36000.0,47500.0,47500.0,43750.0,51000.0,36500.0,41900.0,33750.0,50000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-06-30,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,35750.0,35750.0,137500.0,145000.0,130000.0,20500.0,20500.0,36000.0,36000.0,47500.0,47500.0,43750.0,51000.0,36500.0,41900.0,33750.0,50000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-01,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,35750.0,35750.0,137500.0,145000.0,130000.0,20500.0,20500.0,36000.0,36000.0,47500.0,47500.0,43750.0,51000.0,36500.0,41900.0,33750.0,50000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-02,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,35750.0,35750.0,137500.0,145000.0,130000.0,20500.0,20500.0,36000.0,36000.0,47500.0,47500.0,43750.0,51000.0,36500.0,41900.0,33750.0,50000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-03,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,33500.0,33500.0,132500.0,140000.0,125000.0,20500.0,20500.0,36750.0,36750.0,42500.0,42500.0,34650.0,39250.0,30000.0,39400.0,33750.0,45000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-04,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,33500.0,33500.0,132500.0,140000.0,125000.0,20500.0,20500.0,36750.0,36750.0,42500.0,42500.0,34650.0,39250.0,30000.0,39400.0,33750.0,45000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-05,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,32500.0,32500.0,135000.0,140000.0,130000.0,20500.0,20500.0,36750.0,36750.0,42500.0,42500.0,34650.0,39250.0,30000.0,39400.0,33750.0,45000.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-06,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,32000.0,32000.0,135000.0,140000.0,130000.0,20500.0,20500.0,36750.0,36750.0,42500.0,42500.0,27750.0,30500.0,25000.0,36900.0,31250.0,42500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-07,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,31500.0,31500.0,135000.0,140000.0,130000.0,20500.0,20500.0,36750.0,36750.0,42500.0,42500.0,27750.0,30500.0,25000.0,36900.0,31250.0,42500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-08,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,31500.0,31500.0,135000.0,140000.0,130000.0,20500.0,20500.0,36750.0,36750.0,42500.0,42500.0,27750.0,30500.0,25000.0,36900.0,31250.0,42500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-09,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,31500.0,31500.0,135000.0,140000.0,130000.0,20500.0,20500.0,36750.0,36750.0,42500.0,42500.0,27750.0,30500.0,25000.0,36900.0,31250.0,42500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-10,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,31500.0,31500.0,135000.0,140000.0,130000.0,20750.0,20750.0,36750.0,36750.0,42500.0,42500.0,28500.0,31500.0,25500.0,39900.0,34250.0,45500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-11,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,31500.0,31500.0,135000.0,140000.0,130000.0,21500.0,21500.0,36750.0,36750.0,42500.0,42500.0,28500.0,31500.0,25500.0,39900.0,34250.0,45500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-12,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,31500.0,31500.0,135000.0,140000.0,130000.0,21500.0,21500.0,36750.0,36750.0,42500.0,42500.0,28500.0,31500.0,25500.0,39900.0,34250.0,45500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-13,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,32250.0,32250.0,135000.0,140000.0,130000.0,21500.0,21500.0,35000.0,35000.0,42500.0,42500.0,28500.0,31500.0,25500.0,40500.0,35500.0,45500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-14,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,32250.0,32250.0,135000.0,140000.0,130000.0,21750.0,21750.0,33750.0,33750.0,42500.0,42500.0,28500.0,31500.0,25500.0,40500.0,35500.0,45500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-15,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,32250.0,32250.0,135000.0,140000.0,130000.0,21750.0,21750.0,33750.0,33750.0,42500.0,42500.0,28500.0,31500.0,25500.0,40500.0,35500.0,45500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
2017-07-16,11400.0,10600.0,9900.0,11850.0,11100.0,12650.0,12000.0,32250.0,32250.0,135000.0,140000.0,130000.0,21750.0,21750.0,33750.0,33750.0,42500.0,42500.0,28500.0,31500.0,25500.0,40500.0,35500.0,45500.0,13850.0,12500.0,14400.0,14650.0,14400.0,15500.0,13250.0
