tanggal,harga
2016-07-25,11400.0
2016-07-26,11400.0
2016-07-27,11400.0
2016-07-28,11400.0
2016-07-29,11400.0
2016-08-01,11400.0
2016-08-02,11400.0
2016-08-03,11400.0
2016-08-04,11400.0
2016-08-05,11400.0
2016-08-08,11400.0
2016-08-09,11400.0
2016-08-10,11400.0
2016-08-11,11400.0
2016-08-12,11400.0
2016-08-15,11400.0
2016-08-16,11400.0
2016-08-18,11400.0
2016-08-19,11400.0
2016-08-22,11400.0
2016-08-23,11400.0
2016-08-24,11500.0
2016-08-25,11500.0
2016-08-26,11500.0
2016-08-29,11500.0
2016-08-30,11500.0
2016-08-31,11500.0
2016-09-01,11500.0
2016-09-02,11500.0
2016-09-05,11500.0
2016-09-06,11500.0
2016-09-07,11500.0
2016-09-08,11500.0
2016-09-09,11500.0
2016-09-13,11500.0
2016-09-14,11500.0
2016-09-15,11500.0
2016-09-16,11500.0
2016-09-19,11500.0
2016-09-20,11500.0
2016-09-21,11500.0
2016-09-22,11500.0
2016-09-23,11500.0
2016-09-26,11500.0
2016-09-27,11500.0
2016-09-28,11500.0
2016-09-29,11500.0
2016-09-30,11500.0
2016-10-03,11500.0
2016-10-04,11500.0
2016-10-05,11500.0
2016-10-06,11500.0
2016-10-07,11500.0
2016-10-10,11500.0
2016-10-11,11500.0
2016-10-12,11500.0
2016-10-13,11500.0
2016-10-14,11500.0
2016-10-17,11500.0
2016-10-18,11500.0
2016-10-19,11500.0
2016-10-20,11500.0
2016-10-21,11500.0
2016-10-24,11500.0
2016-10-25,11500.0
2016-10-26,11500.0
2016-10-27,11500.0
2016-10-28,11500.0
2016-10-31,11500.0
2016-11-01,11500.0
2016-11-02,11500.0
2016-11-03,11500.0
2016-11-04,11500.0
2016-11-07,11500.0
2016-11-08,11500.0
2016-11-09,11500.0
2016-11-10,11500.0
2016-11-11,11500.0
2016-11-14,11500.0
2016-11-15,11500.0
2016-11-16,11500.0
2016-11-17,11500.0
2016-11-18,11500.0
2016-11-21,11500.0
2016-11-22,11500.0
2016-11-23,11500.0
2016-11-24,11500.0
2016-11-25,11500.0
2016-11-28,11500.0
2016-11-29,11500.0
2016-11-30,11500.0
2016-12-01,11500.0
2016-12-02,11500.0
2016-12-05,11500.0
2016-12-06,11500.0
2016-12-07,11500.0
2016-12-08,11500.0
2016-12-09,11500.0
2016-12-13,11500.0
2016-12-14,11500.0
2016-12-15,11500.0
2016-12-16,11500.0
2016-12-19,11500.0
2016-12-20,11500.0
2016-12-21,11500.0
2016-12-22,11500.0
2016-12-23,11500.0
2016-12-27,11500.0
2016-12-28,11500.0
2016-12-29,11500.0
2016-12-30,11500.0
2017-01-03,11500.0
2017-01-04,11500.0
2017-01-05,11500.0
2017-01-06,11500.0
2017-01-09,11500.0
2017-01-10,11500.0
2017-01-11,11500.0
2017-01-12,11500.0
2017-01-13,11500.0
2017-01-16,11500.0
2017-01-17,11500.0
2017-01-18,11500.0
2017-01-19,11500.0
2017-01-20,11500.0
2017-01-23,11600.0
2017-01-24,11600.0
2017-01-25,11600.0
2017-01-26,11600.0
2017-01-27,11600.0
2017-01-30,11600.0
2017-01-31,11600.0
2017-02-01,11600.0
2017-02-02,11600.0
2017-02-03,11600.0
2017-02-06,11600.0
2017-02-07,11600.0
2017-02-08,11600.0
2017-02-09,11600.0
2017-02-10,11600.0
2017-02-13,11600.0
2017-02-14,11600.0
2017-02-16,11600.0
2017-02-17,11600.0
2017-02-20,11600.0
2017-02-21,11600.0
2017-02-22,11600.0
